open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA144,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,MACD_Long_Signal,MACD_Long_Hist,RSI,RSI_Long,RSI_Extra_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX,BB_Width,BB_Squeeze
2025-06-03 04:00:00,105448.8,105475.4,105062.5,105134.4,12956.522,1363841873.445,249888.0,6638.888,698856543.0501,,,,,,,,,,,57.87181204355525,,,,,,,,,71.36815025548653,65.49048146389823,21652.19,933.9524043181416,,,,,False
2025-06-03 08:00:00,105134.4,105305.2,104822.4,105240.1,12289.458,1291619143.7914,235405.0,6366.031,669099896.1349,104665.705,,,,,,,,,,58.55453933850745,,,105905.96936935924,104665.705,103425.44063064072,,,,58.31765498339246,65.25221260677485,33941.648,901.7272325811318,,,,0.0236995369086608,False
2025-06-03 12:00:00,105240.1,106775.0,104969.4,106556.1,42236.633,4477072333.5646,748259.0,21321.94,2260014678.524,104808.48,,,,,,,,,,65.95268587960814,,,106217.43352031212,104808.48,103399.52647968788,,,,67.88814945796831,65.85798489894911,76178.281,966.2895731110514,,,,0.026886250431494,False
2025-06-03 16:00:00,106556.1,106619.6,105526.2,106171.8,25039.332,2655054853.6118,493736.0,12456.712,1320794214.3851,104944.025,,,,,,,,,,62.4471244504868,61.582953671935,,106329.73570122846,104944.025,103558.31429877153,,,,77.07454916373246,67.76011786836443,51138.94900000001,975.3688893174055,,,,0.0264085678289634,False
2025-06-03 20:00:00,106179.7,106208.0,105200.4,105330.1,17373.002,1834021649.8952,332557.0,8615.631,909501890.36,104985.675,,,,,,,,,,55.49026086158432,56.87122143745423,,106365.21030128498,104985.675,103606.13969871502,,,,76.19497647849472,73.71922503339852,33765.94700000001,977.67111150902,,,,0.0262804482856347,False
2025-06-04 00:00:00,105330.1,105800.0,105072.0,105474.9,15154.628,1598544478.4556,313623.0,7874.639,830707742.0521,105026.725,,,,,,,,,,56.39033789972687,57.45915297015311,,106413.17028471064,105026.725,103640.27971528938,,,,64.84164986559136,72.70372516927286,48920.57500000001,959.8374606869472,,,,0.0264017617365604,False
2025-06-04 04:00:00,105474.8,105566.4,105200.0,105260.2,9967.039,1049952406.286,211200.0,5278.603,556082849.1662,105062.5,,,,,,,,,,54.62643112808272,56.26502494210269,,106434.1937048783,105062.5,103690.8062951217,,,,55.26923723118268,65.43528785842294,38953.53600000001,917.4490706378792,,,,0.0261119563094025,False
2025-06-04 08:00:00,105260.1,105967.2,105039.1,105044.1,22229.278,2344837518.8336,373175.0,11055.743,1166291227.9201,105097.885,,,,,,,,,,52.83500027199727,55.05580088543218,,106428.7338633567,105097.885,103767.03613664332,,,,52.26604502688159,57.45897737455189,16724.25800000001,918.2098513066014,,,,0.0253258923974861,False
2025-06-04 12:00:00,105044.2,105510.2,104111.7,105254.7,44030.271,4617509524.4547,762622.0,21710.506,2276998612.51,105149.07000000002,,,,,,,,,,54.404312204528914,56.02293652648106,,106420.01427430204,105149.07000000002,103878.12572569802,,,,49.95379704301066,52.49635976702499,60754.52900000001,952.5162904989872,,,,0.0241741419929249,False
2025-06-04 16:00:00,105254.7,105437.8,104824.0,104870.4,14054.096,1477469745.8298,302750.0,6711.439,705539942.0908,105190.69000000002,,,,,,,,,,51.06534313340857,53.80456548407593,,106364.14921769408,105190.69000000002,104017.23078230595,,,,45.86063508064503,49.36015905017912,46700.43300000001,928.3222697490596,,,25.2907972355728,0.0223110850911625,False
2025-06-04 20:00:00,104870.4,105006.3,104350.0,104641.8,13098.813,1371249477.9806,264539.0,5990.811,627248057.3918,105189.58,,,,,,,,,,49.1336051113083,52.50597508677167,,106365.07018813257,105189.58,104014.08981186744,,,,38.56915664457036,44.79452958940871,33601.62000000001,908.8921076241272,,,23.705317889477424,0.0223499359562527,False
2025-06-05 00:00:00,104641.8,105225.6,104594.8,104991.4,11856.411,1243923908.9888,248867.0,5880.314,616949706.977,105185.39,,,,,,,,,,52.11682195202536,54.27797231358199,,106363.07648781624,105185.39,104007.7035121838,,,,32.210145332998685,38.87997901940472,45458.03100000001,889.0283856509753,,,22.524018439894185,0.0223925867996727,False
2025-06-05 04:00:00,104991.5,105183.0,104321.2,104473.0,15487.56,1621008383.8643,279778.0,7304.798,764462168.6746,105129.875,,,,,,,,,,47.65379407454105,51.29803155410353,,106331.72824873345,105129.875,103928.02175126655,,,,23.39835094598743,31.392550974518844,29970.47100000001,887.0835009616202,,,21.01792528844198,0.0228641620421108,False
2025-06-05 08:00:00,104473.1,104880.0,104373.0,104772.7,10288.16,1076735868.575,218630.0,5410.911,566309457.0545,105129.42,,,,,,,,,,50.30342026826836,52.868769875841856,,106331.80677570777,105129.42,103927.03322429224,,,,23.80505388052413,26.47118338650344,40258.63100000001,859.9346794643616,,,19.61941021923636,0.022874410906248,False
2025-06-05 12:00:00,104772.7,105878.3,103825.0,104490.5,68596.82,7188311584.4903,1082456.0,33593.766,3520008109.9586,105086.625,,,,,,,,,,47.847503567030266,51.23502644347345,,106315.70433002572,105086.625,103857.54566997428,,,,20.314677577051217,22.50602746785428,-28338.189,945.1750595026216,,,19.61947762191533,0.023391736674876,False
2025-06-05 16:00:00,104490.5,104547.9,101500.0,101872.9,76338.478,7856618626.3312,1241635.0,34444.719,3544498841.2351,104980.27,,,,-163.72978610945574,220.2057256194142,-383.93551172887,,,,32.16220258576825,39.38223631445248,,106795.4408879357,104980.27,103165.09911206429,,,,18.14911670811288,20.7562827218961,-104676.667,1095.3696981095768,,,19.519366740504378,0.0345811815484131,False
2025-06-05 20:00:00,101873.0,102163.9,100305.1,101458.6,63671.245,6439935580.7351,1048698.0,30531.831,3088509112.3758,104833.36,,,,-390.3516615379922,98.09424818793292,-488.4459097259251,,,,30.46019093292658,37.92419137527787,,107204.19521772405,104833.36,102462.52478227596,,,,15.965331985704951,18.1430420902897,-168347.912,1149.900433958892,,,20.29673825458457,0.0452305490871232,False
2025-06-06 00:00:00,101458.7,102464.7,101003.4,102444.9,24397.812,2482944052.1948,441280.0,12448.759,1267227684.144,104737.285,,,,-484.7767586795817,-18.47995318557,-466.29680549401166,,,,38.7677888987218,43.18238899189877,,107322.10141767868,104737.285,102152.46858232134,,,,20.528884249061424,18.214444314293104,-143950.1,1172.1432601046856,,,20.656967672371145,0.049358094735388,False
2025-06-06 04:00:00,102445.0,103424.5,102321.1,103096.8,28923.945,2976248841.7675,441858.0,14056.889,1446413147.6495,104601.41,,,,-501.2285953725077,-115.02968162295754,-386.1989137495502,,,,43.56661191765698,46.33703360921733,,107230.79658161956,104601.41,101972.02341838046,,,,34.60749553471618,23.70057058982753,-115026.155,1167.2330272400648,,,19.93768041140667,0.0502744003473671,False
2025-06-06 08:00:00,103096.7,103953.9,103096.7,103866.0,24302.565,2517654417.7315,401360.0,12138.33,1257460186.4841,104522.27,,,,-447.04552046956087,-181.43284939227823,-265.61267107728264,,,,48.67759848092573,49.79084024401424,,107140.12653701867,104522.27,101904.41346298128,,,,49.48170025839576,34.872693347391134,-90723.59,1145.0878110086312,,,18.75358647766885,0.050091842379977,False
2025-06-06 12:00:00,103865.9,105283.0,103471.4,105035.4,61774.111,6448969351.1543,944279.0,31062.122,3243560616.2352,104517.32,,,,-306.2143874775793,-206.38915700933845,-99.82523046824085,,,,55.30490392250341,54.46869325511726,,107130.8989045702,104517.32,101903.74109542978,,,,65.24611010049273,49.77843529786824,-28949.479,1192.6958245080152,,,18.282567818299253,0.0500123597614292,False
2025-06-06 16:00:00,105035.4,105240.0,104010.0,104176.9,25548.57,2673572071.3005,483259.0,11537.136,1207294109.7514,104464.16,,,,-260.8713130538963,-217.28558821825,-43.58572483564629,,,,50.18174669712078,50.81900096758086,,107059.96155590004,104464.16,101868.35844409993,,,,71.9683532764234,62.23205454510397,-54498.049,1195.3604084717283,,,17.845193348884624,0.049697457116394,False
2025-06-06 20:00:00,104177.0,104574.9,104109.2,104240.0,9353.903,975714484.4552,198189.0,5202.367,542664707.7682,104348.35499999998,,,,-217.3396016045299,-217.296390895506,-0.0432107090238957,,,,50.544376477404654,51.07201521711775,,106760.68778672795,104348.35499999998,101936.022213272,,,,74.53964262169312,70.58470199953642,-45144.146,1143.2418078666046,,,17.439059912999614,0.0462361440528309,False
2025-06-07 00:00:00,104240.1,104856.0,103800.1,104822.4,15787.969,1648329243.148,300733.0,8429.993,880354695.9622,104280.88499999998,,,,-134.2974960347492,-200.69661192335465,66.39911588860542,,,,53.881174356401296,53.39558643436809,,106557.08667584558,104280.88499999998,102004.68332415438,,,,73.70989736596555,73.4059644213607,-29356.177000000003,1137.003107304704,,,16.72713100576957,0.0436552044192107,False
2025-06-07 04:00:00,104822.4,105293.0,104591.9,104813.6,13412.441,1407220000.1174,255282.0,6951.083,729436361.9726,104255.05999999995,,,,-68.40755581871781,-174.23880070242726,105.83124488370945,,,,53.82208344159309,53.35538629738671,,106494.48246519732,104255.05999999995,102015.6375348026,,,,77.51800282303397,75.25584760356422,-42768.618,1105.867171068654,,,16.461426805356854,0.0429604561197771,False
2025-06-07 08:00:00,104813.7,105222.0,104632.0,105094.5,10912.449,1145449112.1397,213316.0,5818.331,610794667.9177,104236.03999999998,,,,6.403167208860396,-138.11040712016973,144.51357432903012,,,,55.49972846240553,54.503431995766135,,106439.87663496638,104236.03999999998,102032.20336503358,,,,82.62877102323016,77.9522237374099,-31856.169,1069.0195159923217,,,16.21470147640219,0.0422855019236417,False
2025-06-07 12:00:00,105094.5,105758.8,105094.4,105507.9,19660.879,2073433475.9746,358191.0,10783.993,1137407873.7742,104248.42499999996,,,,97.920364256599,-90.90425284481596,188.82461710141496,,,,57.92253491861029,56.17042200227367,,106477.7807794844,104248.42499999996,102019.06922051554,,,,86.72874949161456,82.29184111262623,-12195.29,1040.1181219928708,,,16.473574500191923,0.0427700616001524,False
2025-06-07 16:00:00,105507.9,105850.0,105222.6,105694.2,13309.422,1405280002.7743,237967.0,7080.013,747652434.7666,104280.92999999996,,,,183.36750878964085,-36.049900517924605,219.41740930756544,,,,59.005729040482166,56.91736641664226,,106573.7959403541,104280.92999999996,101988.06405964584,,,,91.99562190483014,87.11771413989163,1114.1319999999996,1010.6382561362368,,,16.795061952313866,0.0439747888775855,False
2025-06-07 20:00:00,105694.1,105878.3,105482.7,105507.5,6750.013,713619656.372,145354.0,3140.046,331993666.3383,104293.56999999998,,,,233.3301717851573,17.82611394269177,215.5040578424656,102.47695579810534,-33.958555739586394,136.43551153769172,57.41071029023136,55.91467439987333,,106610.43087895244,104293.56999999998,101976.70912104752,,,,94.4657766932222,91.06338269655564,-5635.881,966.706952126506,,,17.12017974029676,0.0444296015363643,False
2025-06-08 00:00:00,105507.5,105760.5,105347.0,105436.4,8070.07,851205632.5269,158547.0,3938.471,415442737.165,104321.86999999997,,,,264.14388015161967,67.08966718447735,197.05421296714232,127.44167445588393,-1.6785097004923344,129.12018415637624,56.78122392472367,55.52355030579864,,106679.6881194552,104321.86999999997,101964.05188054472,,,,94.03813488360954,93.4998444938873,-13705.951,927.1921698317556,,,17.21621189078099,0.0452027579539217,False
2025-06-08 04:00:00,105436.5,105617.2,105358.2,105380.4,5648.935,595752468.17,117456.0,2985.581,314881910.4845,104358.79999999996,,,,280.80825132019527,109.83338401162094,170.97486730857435,145.34930053600692,27.72705234680752,117.6222481891994,56.258008102486734,55.20419906450434,,106758.27433744117,104358.79999999996,101959.32566255875,,,,91.73472350017322,93.41287835900164,-19354.886,879.464157700916,,,17.305384601944915,0.0459850887024609,False
2025-06-08 08:00:00,105380.5,105666.6,104927.4,105619.2,15763.69,1659862457.5722,282336.0,7971.629,839439717.3131,104390.18999999996,104694.268,,,309.71386119506496,149.80947944830973,159.90438174675523,171.87357433182478,56.55635674381097,115.31721758801382,58.03385756559789,56.3288597311591,,106837.88704980689,104390.18999999996,101942.49295019307,,,,91.5245403278836,92.43246623722212,-3591.1960000000017,869.4452892937086,,,16.707738027122684,0.0468951546080508,False
2025-06-08 12:00:00,105619.2,106200.0,105450.0,105917.5,19486.972,2060724529.6149,345100.0,9870.529,1044056476.4856,104462.41499999996,104738.606,,,352.62721524294466,190.3730266072367,162.25418863570795,208.6074605555914,86.96657750616706,121.64088304942432,60.20714090597024,57.72110595547112,54.57827194964293,106999.24741723503,104462.41499999996,101925.58258276488,,,,91.13314190506932,91.46413524437536,15895.776,860.9134829155865,960.2860000000006,0.8965177904453319,16.782676674804033,0.0485692852732743,False
2025-06-08 16:00:00,105917.6,106300.0,105888.5,106242.6,13202.73,1401587686.2874,233170.0,7258.606,770630383.5082,104535.90999999996,104794.24,,,408.1641482976411,233.9312509453176,174.2328973523235,255.2268959741341,120.61864119976048,134.60825477437362,62.48719543977608,59.209221080388645,55.192217455046745,107187.03599165344,104535.90999999996,101884.7840083465,,,,93.86123204184038,92.17297142493108,29098.506,828.8125198501875,949.3102800000006,0.8730680972402268,16.964918792059724,0.0507218235657675,False
2025-06-08 20:00:00,106242.6,106482.6,105511.0,105676.5,12932.707,1369880622.2635,261116.0,6721.058,712091368.3792,104595.20999999998,104817.828,,,401.8655727900914,267.51811531427234,134.34745747581906,265.50537877710303,149.595988715229,115.90939006187403,56.42446310977498,55.629233864412,53.89776228073158,107292.27873468595,104595.20999999998,101898.141265314,,,,86.27239622369983,90.4222567235365,16165.799,839.0116255751745,949.7560744000008,0.883396956534563,16.517664894739593,0.0515715535096873,False
2025-06-09 00:00:00,105676.5,105929.8,105253.2,105617.0,12640.84,1334426901.2337,286145.0,6644.148,701441292.2577,104782.41499999998,104837.09,,,387.604688015912,291.53542985460024,96.06925816131172,269.9909546797717,173.67498190813754,96.31597277163414,55.81153460391503,55.26049407657963,53.76252806391955,107203.28540651155,104782.41499999998,102361.5445934884,,,,78.55066501425968,86.22809775993329,3524.9590000000007,827.4107951769482,944.2929529120008,0.8762225669749917,15.703003495894762,0.0462075703544643,False
2025-06-09 04:00:00,105617.0,105685.7,105265.0,105516.7,8731.33,920920665.2203,180240.0,4673.568,492962100.523,104985.31999999998,104856.53,,,364.0133431014983,306.03101250397987,57.982330597518455,267.4611673031468,192.43221898713932,75.02894831600742,54.73220526566318,54.61966935749718,53.53149024237936,106881.16214280088,104985.31999999998,103089.47785719908,,,,67.22460391425882,77.34922171740611,-5206.370999999999,798.3600240928803,933.8210938537608,0.8549389485282991,14.94653219696742,0.0361163283171571,True
2025-06-09 08:00:00,105516.7,107774.8,105429.2,107707.9,49256.42,5265294678.608,769063.0,28053.385,2998523448.27,105248.46999999996,104923.96,,,516.1783766517183,348.06048533352754,168.11789131819074,373.52089325961424,228.6499538416344,144.87093941797988,68.8877639113073,64.15478677949284,57.59392574275973,107121.69378706398,105248.46999999996,103375.24621293596,,,,76.54076037792443,74.10534310214763,44050.049,908.8771652291036,962.0566719766856,0.9447231038496756,16.425640480624068,0.0355962188726165,True
2025-06-09 12:00:00,107707.8,107985.0,106800.3,107564.3,43730.983,4702663077.2503,714522.0,20803.596,2237506334.9503,105471.84499999996,104990.626,,,618.0583502121299,402.060058309248,215.99829190288187,455.1543544861052,273.9508339705285,181.20352051557663,67.40026591485902,63.24043158886021,57.25917682703506,107330.89280840124,105471.84499999996,103612.79719159871,,,,83.11457153700674,75.62664527639664,319.0659999999989,928.5787962841674,966.5095385371518,0.9607549219737718,17.953996066917593,0.0352520202600278,True
2025-06-09 16:00:00,107564.3,108791.8,107563.4,108515.1,31629.447,3423205581.6145,549596.0,16876.987,1826910074.0738,105704.29999999996,105080.168,,,766.682735762748,474.984593799948,291.69814196280004,570.2151920623292,333.2037055888886,237.01148647344053,71.74990854305591,66.55440366556957,58.8741526084996,107843.56389490026,105704.29999999996,103565.03610509969,,,,92.73031282751946,84.12854824748354,31948.513,949.9945965495848,971.7473477664088,0.9776148077308124,19.91622630270388,0.0404763835511003,False
2025-06-09 20:00:00,108515.1,110653.6,108383.0,110227.9,46967.389,5153877911.0005,706636.0,26591.202,2917585909.8668,105963.92499999996,105191.446,,,1011.0228357153684,582.192242183032,428.83059353233625,751.3811322296824,416.8391909170474,334.541941312635,77.55874154184266,71.42681432516933,61.54510511550446,108846.62085623048,105963.92499999996,103081.22914376948,,,,90.95284856340436,88.93257764264352,78915.902,1044.3235539389004,997.7244008110808,1.0467054359800538,22.64677164902985,0.0544090048803025,False
2025-06-10 00:00:00,110228.0,110280.0,109340.0,109525.8,20879.389,2291430494.1554,370604.0,9571.004,1050461372.0313,106231.36999999997,105280.45799999998,,,1134.9277819948766,692.739350145401,442.1884318494756,867.4161054116266,506.9545738159633,360.46153159566336,71.10452851064034,67.21241157421896,59.91741904460199,109381.3743048284,106231.36999999997,103081.36569517154,,,,88.57002784411691,90.75106307834692,58036.513000000006,1036.871871514693,996.5699127948592,1.0404406737574563,25.18227804204683,0.0593045972169695,False
2025-06-10 04:00:00,109525.9,109690.8,109041.1,109178.0,17640.424,1928940247.7828,330655.0,9019.86,986316541.9145,106478.26999999996,105352.352,,,1191.3259275757446,792.4566656314697,398.86926194427485,944.898926955124,594.5434444437954,350.35548251132855,68.08206844085093,65.21109338867748,59.12698184830493,109737.4268628153,106478.26999999996,103219.11313718466,,,,82.3670147741957,87.29663039390566,40396.08900000001,1009.216737835072,989.632514538962,1.0197893895040762,27.066904175937825,0.0612173143462101,False
2025-06-10 08:00:00,109178.1,109800.0,109010.2,109498.1,22098.84,2418273155.2416,375383.0,11181.687,1223668327.2214,106712.05499999998,105446.678,,,1247.4711877593218,883.4595700570401,364.0116177022817,1022.4272447400436,680.120204503045,342.30704023699855,69.37244486947964,66.18413749859016,59.62717009674109,110129.50658062602,106712.05499999998,103294.60341937392,,,,78.11870583167426,83.01858281666229,62494.929,993.5441137039955,985.6358642481828,1.0080235001004605,28.8726082622188,0.0640499628767536,False
2025-06-10 12:00:00,109498.0,109852.9,108282.0,108975.3,44120.927,4808445815.6209,784444.0,21775.926,2373064357.708,106920.13999999996,105519.25599999998,,,1235.538600293352,953.8753761043024,281.6632241890495,1057.461820222452,755.5885276469264,301.8732925755255,64.76701521335104,63.15486885021073,58.4353888606416,110356.62179765728,106920.13999999996,103483.65820234267,,,,74.91413735694408,78.46661932093802,18374.002,1034.7838198679954,997.3411469632192,1.0375424928759678,29.42161580705317,0.0642812812938198,False
2025-06-10 16:00:00,108975.2,110367.2,108467.5,109460.0,29872.958,3268602539.1344,545653.0,15227.123,1666256478.3828,107138.41499999996,105628.45599999998,,,1250.7750220759335,1013.2553052986286,237.5197167773049,1106.3640731587948,825.7436367493001,280.6204364094947,66.95720643553803,64.72652959703449,59.206739997177806,110637.3315073124,107138.41499999996,103639.49849268752,,,,76.13653887568668,76.38979402143501,48246.96,1096.5635470202812,1015.3883240239546,1.0799450033802158,30.262493908419835,0.0653158161302355,False
2025-06-10 20:00:00,109460.1,110265.5,109189.0,110235.4,17604.436,1931962051.607,374614.0,8892.424,975992160.2313,107374.78999999996,105745.228,,,1310.3138138192444,1072.6670070027517,237.6468068164927,1181.413679053585,896.8776452101571,284.53603384342784,70.15361173758987,67.08491995898784,60.40619066512464,111036.1383237252,107374.78999999996,103713.44167627471,,,,80.28164073994888,77.11077232419323,65851.39600000001,1095.1304365188323,1016.6105575434756,1.0772369304968574,31.04330928826031,0.0681975410378029,False
2025-06-11 00:00:00,110235.4,110247.0,109500.0,109664.1,12285.286,1348644984.523,277386.0,5815.356,638327572.6639,107573.28499999996,105851.18199999996,,,1296.4548749991227,1117.4245806020258,179.0302943970969,1211.1090236983582,959.7239209077972,251.3851027905609,65.15279170764369,63.785647395581,59.099743282094,111278.84595526016,107573.28499999996,103867.72404473976,,,,83.94378194207825,80.1206538525713,53566.11000000001,1070.2639767674875,1011.218346392606,1.058390584571096,31.768352140969323,0.0688937026560116,False
2025-06-11 04:00:00,109664.1,109715.4,109322.0,109396.9,9255.542,1013623470.0366,207933.0,4456.35,488018034.8411,107767.75499999996,105922.834,,,1249.507217803883,1143.841108042397,105.6661097614856,1217.0829982511495,1011.1957363764676,205.88726187468183,62.89459671326206,62.28142057424842,58.49595804998901,111427.19873777487,107767.75499999996,104108.31126222503,,,,83.55430461941076,82.59324243381265,44310.56800000001,1021.9165498555236,998.861979464754,1.0230808368570838,32.13283462832666,0.0679135189885866,False
2025-06-11 08:00:00,109396.9,109629.3,109133.8,109200.1,11892.147,1300114295.6456,245591.0,6079.025,664634592.3811,107955.93999999996,105997.86,,,1182.7863215078542,1151.6301507354883,31.156170772365613,1206.2653315025236,1050.209655401679,156.05567610084472,61.21178027634701,61.16589978445845,58.05023668537025,111501.8042536952,107955.93999999996,104410.07574630476,,,,77.14439124205074,81.54749260117994,32418.42100000001,984.3153677229864,988.7947398754588,0.9954698665235248,32.1419493584294,0.0656909523217569,False
2025-06-11 12:00:00,109200.1,110350.0,108950.1,109694.8,47346.71,5194212937.7811,817418.0,23738.563,2604555132.5497,108171.65999999996,106089.06799999996,,,1156.4963164724177,1152.6033838828744,3.892932589543306,1215.7198997749365,1083.3117042763304,132.40819549860612,63.83150324102706,62.91888424974081,58.85441357868074,111587.07482014092,108171.65999999996,104756.245179859,,,,77.13451462699452,79.27773682948536,79765.13100000001,1013.9999843142012,997.0168450779494,1.0170339541604476,32.74060293633177,0.0631480522743382,False
2025-06-11 16:00:00,109694.9,109776.5,108331.7,108684.5,33333.871,3631790325.2867,643722.0,14955.475,1629470263.5773,108324.92499999996,106157.95599999998,,,1042.125556783998,1130.507818463099,-88.38226167910102,1167.209956148974,1100.091354650859,67.11860149811491,55.57612611901388,57.366017369377545,56.59356490799941,111537.50781069166,108324.92499999996,105112.34218930826,,,,67.8574630780301,74.04545631569181,46431.26000000001,1044.771414006044,1005.9725081763904,1.0385685548206358,32.27974761643456,0.0593138247857859,False
2025-06-11 20:00:00,108684.5,109164.8,108001.2,108600.0,20308.765,2203255833.2944,400940.0,9906.467,1074892853.8211,108459.04999999996,106198.834,,,933.9020207684662,1091.1866589241724,-157.28463815570626,1115.6729045680258,1103.2076646342923,12.4652399337333,54.93616844596024,56.92481933836715,56.40863025723105,111476.4535987998,108459.04999999996,105441.64640120012,,,,54.69691819179448,66.56296529893972,26122.49500000001,1053.25917014847,1009.1250580128628,1.0437350274727246,31.354866996628463,0.0556413429547803,False
2025-06-12 00:00:00,108600.1,108782.1,107650.0,107820.5,24193.834,2618183512.763,442265.0,12062.563,1305574606.0223,108537.94499999996,106231.808,,,776.2864068444032,1028.2066085082186,-251.9202016638153,1027.0553609434864,1087.9772038961314,-60.921842952644965,49.29685439186942,52.978203940365496,54.7252872297348,111397.81316024074,108537.94499999996,105678.07683975916,,,,29.37320758795545,50.64252961926004,1928.661000000011,1058.8906579950085,1011.5845568526056,1.046764356792465,29.99055714724653,0.0526980340422105,False
2025-06-12 04:00:00,107820.5,107951.0,107300.0,107577.0,17432.701,1876768019.0378,336914.0,9013.497,970494135.0751,108632.96999999994,106276.746,,,624.527320073772,947.4707508213291,-322.9434307475573,933.977084339771,1057.177179984859,-123.20009564508835,47.65130748647944,51.80025308538004,54.2096309730982,111219.44181551645,108632.96999999994,106046.49818448344,,,,16.08410465756253,33.38474347910418,-15504.03999999999,1029.7556109953648,1004.3728657155536,1.0252722331977056,28.24389418897625,0.0476185418757584,False
